answer,word_ids,vocab_size,predicted_profiles
different,"[20, 6, 22, 22, 4, 11, 4, 5, 8]",34,"[0.6979053020477295, 2.390045166015625, 0.18611499667167664, 0.0025913044810295105, 0.8152984380722046, 2.0046324729919434, 1.3080559968948364, 1.2236559391021729, 0.10803977400064468, 0.28899824619293213, -0.011519948951900005, 0.40516695380210876, 0.8187330961227417, 1.5136157274246216, -0.004247186705470085, 0.5978976488113403, 1.1060385704040527, 1.0446124076843262, 0.10009762644767761, 2.050717353820801, 0.284183531999588, 0.34780174493789673, 0.7543806433677673, 0.4783339500427246, 0.923448920249939, 1.059082269668579, 1.264509916305542, 1.7657867670059204, 1.5714569091796875, 1.5320922136306763, 2.0166478157043457, 0.4209463596343994, 1.1188793182373047, 1.2384369373321533, 1.323224425315857, 0.39060837030410767, 0.41007131338119507, 0.9669492244720459, 0.000843048095703125, 0.09334026277065277, 0.4175069332122803, 0.4171702265739441, 0.2668300271034241, 0.6902511119842529, 1.6308038234710693, 0.828827977180481, 2.3288393020629883, 1.1475175619125366, 2.2089083194732666, 1.3020437955856323, 0.024311013519763947, 0.5235021114349365, 1.1025359630584717, 1.737620234489441, 1.5394431352615356, 0.3884655833244324, 0.5206795930862427, 0.005869265645742416, 1.429670810699463, 0.41114920377731323, 0.23157015442848206, 1.2591755390167236, 0.008400503545999527, 0.3183196783065796]"
discover,"[20, 6, 7, 18, 12, 28, 4, 11]",34,"[0.12689979374408722, 2.864062547683716, 0.3801223337650299, -0.017350081354379654, 0.5403106808662415, 2.091240406036377, 1.4641895294189453, 1.337320327758789, 0.48223960399627686, 1.028393030166626, 0.04147784411907196, 0.1518663763999939, 0.4594261944293976, 1.2820252180099487, -0.007454657461494207, 0.7246682643890381, 2.0740768909454346, 1.2100224494934082, 0.10222229361534119, 2.0402631759643555, 0.4634400010108948, 0.12718868255615234, 0.5137463212013245, -0.00862036645412445, 0.6764231324195862, 2.1247847080230713, 1.3367609977722168, 1.4742642641067505, 1.3079510927200317, 1.515283226966858, 1.753660798072815, 1.6718274354934692, 2.336881399154663, 1.349190592765808, 1.0312659740447998, 0.32685959339141846, 0.415853887796402, 0.21343810856342316, 0.035696469247341156, 0.19528096914291382, 0.4281841516494751, 1.0019043684005737, 0.11622493714094162, 0.8037843704223633, 1.759590744972229, 0.7560893893241882, 2.774320363998413, 1.7684423923492432, 2.304206609725952, 1.8033132553100586, 0.026704564690589905, 0.7269250750541687, 1.4407366514205933, 1.0553672313690186, 2.1586532592773438, 0.014570429921150208, 0.9777739644050598, 0.023094825446605682, 0.9704170227050781, 0.07612541317939758, 0.2154337763786316, 1.053782343864441, -0.009903833270072937, 0.05031784251332283]"
example,"[4, 27, 2, 19, 3, 14, 4]",34,"[0.4918515682220459, 1.8466955423355103, 1.4852652549743652, 0.3246060907840729, 0.6183248162269592, 1.0873748064041138, 0.4512070119380951, 0.6162237524986267, 1.9720286130905151, 0.33562299609184265, 0.020898882299661636, 1.705588459968567, 1.0960670709609985, 0.5667718648910522, 0.00612964853644371, 3.2187180519104004, 0.9244070053100586, 0.28290343284606934, 0.030957534909248352, 1.1153290271759033, 2.2676637172698975, 1.824031114578247, 0.48670539259910583, 0.7540650367736816, 0.6469802856445312, 0.9652255773544312, 0.7270123362541199, 1.087355136871338, 0.6562572717666626, 1.0084489583969116, 1.2743207216262817, 0.6166914701461792, 1.0385128259658813, 0.381454199552536, 0.5790396928787231, 0.09241221100091934, 2.536653995513916, 1.1182612180709839, 0.19802120327949524, 0.49654620885849, 2.652024507522583, 0.19458559155464172, 0.7916518449783325, 0.4339278042316437, 0.8892285823822021, 0.26339080929756165, 1.9036725759506226, 0.7803425788879395, 1.799537181854248, 0.8468716144561768, 0.08484389632940292, 0.7323951721191406, 0.7861031293869019, 1.3430161476135254, 0.7250188589096069, 0.6379607915878296, 0.1861605942249298, -0.00681670568883419, 1.0773069858551025, 1.2687231302261353, 1.0175102949142456, 1.2739516496658325, 0.23154884576797485, 0.4999387562274933]"
explain,"[4, 27, 3, 14, 2, 6, 5]",34,"[0.6757610440254211, 2.129251480102539, 1.0400803089141846, -0.007095649838447571, 0.41916707158088684, 1.6652500629425049, 0.9184415340423584, 0.6914836764335632, 1.0846282243728638, 0.39622384309768677, 0.02158512733876705, 1.0254292488098145, 1.219443678855896, 0.8745088577270508, 0.006584371440112591, 1.7078015804290771, 0.8235658407211304, 0.5732635259628296, 0.06483975797891617, 1.7767220735549927, 1.418178915977478, 0.8980515003204346, 0.44979313015937805, 0.8090015649795532, 1.0937124490737915, 0.9961754083633423, 1.3511906862258911, 1.296241283416748, 1.3033498525619507, 1.5661672353744507, 1.3598843812942505, 0.6199759244918823, 1.0525615215301514, 0.7615535259246826, 1.1540255546569824, 0.2840348780155182, 1.2915183305740356, 1.071916937828064, 0.22592288255691528, 0.22847041487693787, 1.146891713142395, 0.2281019389629364, 0.5822494626045227, 0.872815728187561, 1.3973833322525024, 0.4079970419406891, 2.2067251205444336, 1.3449492454528809, 2.1574866771698, 1.1886931657791138, 0.020367123186588287, 0.24233411252498627, 0.7140159606933594, 1.5542782545089722, 1.4288402795791626, 0.5259289741516113, 0.23544453084468842, -0.005324920639395714, 1.2887861728668213, 0.5323119163513184, 0.26053386926651, 1.016027808189392, 0.005619015544652939, 0.2768475413322449]"
explore,"[4, 27, 3, 14, 12, 11, 4]",34,"[0.5156492590904236, 2.518941879272461, 0.7708689570426941, 0.01181904599070549, 0.5574603080749512, 1.6723077297210693, 1.0134865045547485, 0.977473258972168, 0.6938843131065369, 0.411391943693161, 0.019206037744879723, 0.8753708600997925, 1.0928106307983398, 1.018424391746521, 0.001958707347512245, 1.3783881664276123, 1.1912320852279663, 0.6793309450149536, 0.09136830270290375, 1.785908579826355, 1.0102331638336182, 0.7324399948120117, 0.4923221170902252, 0.43164968490600586, 0.8334109783172607, 1.282848596572876, 1.2584118843078613, 1.5127288103103638, 1.2252540588378906, 1.5058233737945557, 1.672392725944519, 0.7661471366882324, 1.3182753324508667, 0.8568857312202454, 1.0355786085128784, 0.14286857843399048, 1.0565507411956787, 0.9520280361175537, 0.12107637524604797, 0.217097207903862, 0.9222191572189331, 0.3679439425468445, 0.2960439920425415, 0.7051301002502441, 1.517971158027649, 0.5507581233978271, 2.4301159381866455, 1.2872340679168701, 2.3068463802337646, 1.3052769899368286, 0.01339777372777462, 0.5628523230552673, 1.0754343271255493, 1.6344834566116333, 1.3956652879714966, 0.28725409507751465, 0.3862699270248413, 0.0005448684096336365, 1.321092963218689, 0.5331671833992004, 0.3467654585838318, 1.330431342124939, -0.002469118684530258, 0.22124233841896057]"
finally,"[22, 6, 5, 2, 14, 14, 21]",34,"[0.6391937732696533, 2.1110949516296387, 0.897773265838623, 0.09893028438091278, 0.6349618434906006, 1.4967457056045532, 0.8785327672958374, 0.8948718309402466, 1.1402451992034912, 0.24422410130500793, 0.0027051360812038183, 0.9933403730392456, 1.0817917585372925, 1.00376296043396, -0.0031788982450962067, 1.7840039730072021, 0.8638511896133423, 0.695797324180603, 0.06981129199266434, 1.5685737133026123, 1.2727597951889038, 0.9834955930709839, 0.5981287956237793, 0.6692676544189453, 0.7830374240875244, 0.9057210683822632, 1.0564894676208496, 1.3868775367736816, 1.1581617593765259, 1.3122220039367676, 1.5262938737869263, 0.4323996305465698, 0.9559949636459351, 0.7667776942253113, 0.9408898949623108, 0.11277644336223602, 1.4295705556869507, 1.0397435426712036, 0.23520638048648834, 0.2457941472530365, 1.3707911968231201, 0.29461002349853516, 0.6241989135742188, 0.6023043394088745, 1.2508950233459473, 0.5379838943481445, 2.013559579849243, 0.9788399338722229, 2.039618492126465, 1.081841230392456, 0.0356934629380703, 0.4808659851551056, 0.846436083316803, 1.5024831295013428, 1.0208091735839844, 0.5018113255500793, 0.35990071296691895, -0.011132927611470222, 1.2987250089645386, 0.7958226203918457, 0.5077933669090271, 1.1468017101287842, 0.07409506291151047, 0.29919254779815674]"
first,"[22, 6, 11, 7, 8]",34,"[0.6286051273345947, 1.835819125175476, 1.67491614818573, 0.04850434884428978, 0.4019957184791565, 1.0511184930801392, 0.4556516706943512, 0.4836187958717346, 1.7045881748199463, 0.27844172716140747, 0.023139989003539085, 1.6540298461914062, 1.4236375093460083, 0.38942843675613403, 0.0006243539974093437, 3.0354561805725098, 0.833911657333374, 0.08329934626817703, 0.01539300475269556, 1.158632755279541, 2.132540702819824, 1.5851030349731445, 0.33375537395477295, 0.8217142820358276, 0.8464927077293396, 0.8267079591751099, 0.9860565662384033, 1.0215041637420654, 0.7049459218978882, 1.254689335823059, 1.0824145078659058, 0.5256396532058716, 0.9109236001968384, 0.18534037470817566, 0.6318957805633545, 0.02539568394422531, 2.3290278911590576, 1.2516083717346191, 0.17644111812114716, 0.28206294775009155, 1.9275298118591309, 0.14511190354824066, 0.6444228887557983, 0.6942931413650513, 1.02731454372406, 0.07891066372394562, 2.0665836334228516, 0.8703716993331909, 2.0368120670318604, 0.9908610582351685, 0.0364396870136261, 0.3948073983192444, 0.6489521265029907, 1.4862866401672363, 0.61331707239151, 0.5365936160087585, 0.11772406101226807, -0.004404919221997261, 1.159590721130371, 0.9349572062492371, 0.6535114049911499, 1.1851508617401123, 0.00801469013094902, 0.19183850288391113]"
idea,"[6, 20, 4, 2]",34,"[0.8789518475532532, 1.6901267766952515, 1.5746327638626099, -0.01151147112250328, 0.21443572640419006, 1.2945882081985474, 0.6080537438392639, 0.3259468674659729, 1.4260367155075073, 0.20064792037010193, 0.01368395984172821, 1.4242671728134155, 1.5628955364227295, 0.4495341181755066, -0.0039844876155257225, 2.3455018997192383, 0.43136781454086304, 0.13428711891174316, 0.024746214970946312, 1.5667941570281982, 1.944991946220398, 1.2291359901428223, 0.29594290256500244, 1.0990334749221802, 1.3454941511154175, 0.4847830533981323, 1.4264522790908813, 1.0116550922393799, 1.073857307434082, 1.65779447555542, 0.8944956660270691, 0.3655003309249878, 0.6061857342720032, 0.2950029671192169, 0.9911393523216248, 0.06770597398281097, 1.881418228149414, 1.2256027460098267, 0.19906564056873322, 0.1354842483997345, 1.2232991456985474, -0.005152028053998947, 0.7208037972450256, 1.022119164466858, 1.251822829246521, 0.07569404691457748, 2.064356565475464, 1.2712275981903076, 2.1190993785858154, 1.0272060632705688, 0.028516504913568497, -0.03195476159453392, 0.23340260982513428, 1.5760712623596191, 1.1014949083328247, 0.7578314542770386, 0.01891418918967247, -0.009310619905591011, 1.266042709350586, 0.641136646270752, 0.18064136803150177, 0.7998830080032349, -0.024793149903416634, 0.21620455384254456]"
imagine,"[6, 19, 2, 17, 6, 5, 4]",34,"[0.6255814433097839, 2.1586718559265137, 1.1217321157455444, 0.1813010424375534, 0.9047881960868835, 1.1586579084396362, 0.5522459745407104, 1.0105863809585571, 1.3005471229553223, 0.04594054073095322, -0.010389996692538261, 1.5193030834197998, 1.1501902341842651, 0.8952299952507019, -0.002197453286498785, 2.7694180011749268, 1.073926568031311, 0.36518770456314087, 0.034920670092105865, 1.1398998498916626, 1.6021143198013306, 1.50795578956604, 0.6424841284751892, 0.4968649744987488, 0.4904807507991791, 0.9851559400558472, 0.6890700459480286, 1.4577232599258423, 0.6924971342086792, 1.0030131340026855, 1.7461670637130737, 0.3164588510990143, 1.0268586874008179, 0.46300655603408813, 0.6238569021224976, 0.06070353835821152, 2.1145288944244385, 1.330045223236084, 0.028989069163799286, 0.3628789186477661, 2.0128262042999268, 0.2544131278991699, 0.4097731113433838, 0.3584698736667633, 0.9840996265411377, 0.4969441592693329, 2.202770948410034, 0.5711544752120972, 2.107093334197998, 0.9094982743263245, 0.056143783032894135, 1.0427616834640503, 1.194432258605957, 1.7233530282974243, 0.5472607016563416, 0.37480345368385315, 0.1997043639421463, -0.020995335653424263, 1.3319416046142578, 1.2002208232879639, 1.0182522535324097, 1.7477903366088867, 0.061231829226017, 0.3274238705635071]"
important,"[6, 19, 3, 12, 11, 8, 2, 5, 8]",34,"[0.4144895374774933, 2.7380144596099854, 0.8433405756950378, 0.08036257326602936, 0.9734849333763123, 1.3397505283355713, 0.5609567761421204, 1.213950276374817, 0.8630139231681824, 0.28961241245269775, -0.0012915360275655985, 1.2888238430023193, 1.1306426525115967, 0.9929629564285278, -0.0027755661867558956, 2.377974033355713, 1.650989294052124, 0.5337803959846497, 0.05777665600180626, 1.1616780757904053, 1.1791678667068481, 1.249316930770874, 0.5433325171470642, 0.1987047791481018, 0.26461368799209595, 1.3754627704620361, 0.606651782989502, 1.7743923664093018, 0.6076478958129883, 0.9804741740226746, 2.102097749710083, 0.653998613357544, 1.4967650175094604, 0.513370931148529, 0.5213904976844788, -0.05298348516225815, 1.7703531980514526, 1.3714547157287598, -0.010468438267707825, 0.35399043560028076, 1.7360055446624756, 0.4608112573623657, 0.1750400960445404, 0.23164865374565125, 1.0776008367538452, 0.5709670782089233, 2.5779693126678467, 0.5502846240997314, 2.3102564811706543, 1.0998600721359253, 0.01671591028571129, 1.3284157514572144, 1.5656391382217407, 1.83042573928833, 0.5424467921257019, 0.14054827392101288, 0.4126880466938019, 0.014460712671279907, 1.370110034942627, 1.187459111213684, 1.1528483629226685, 2.125800371170044, 0.048137955367565155, 0.16981758177280426]"
improve,"[6, 19, 3, 11, 12, 28, 4]",34,"[0.390316903591156, 3.0572361946105957, 0.655226469039917, 0.08033771812915802, 0.8308858871459961, 1.7734264135360718, 1.0120890140533447, 1.4385579824447632, 0.7263085246086121, 0.4581848680973053, 0.010844441130757332, 0.951274037361145, 0.9910950660705566, 1.2621104717254639, 0.004978083074092865, 1.7165729999542236, 1.7532769441604614, 0.8503103256225586, 0.0927753746509552, 1.7170555591583252, 0.9808156490325928, 0.8433829545974731, 0.6196011900901794, 0.13412785530090332, 0.5009191632270813, 1.7251574993133545, 0.9922735691070557, 1.8308905363082886, 1.0173743963241577, 1.3192138671875, 2.162304639816284, 0.9114382266998291, 1.760058879852295, 0.949118435382843, 0.8387642502784729, 0.04757069796323776, 1.2163145542144775, 1.0079762935638428, -0.0002502351999282837, 0.3008929491043091, 1.235114336013794, 0.5958950519561768, 0.11522477865219116, 0.47278329730033875, 1.5276179313659668, 0.8013452887535095, 2.8954484462738037, 1.1150851249694824, 2.567073106765747, 1.4407347440719604, 0.019358614459633827, 1.1255686283111572, 1.5752657651901245, 1.7145452499389648, 1.2757970094680786, 0.08427157253026962, 0.6204670667648315, -0.01059754192829132, 1.42276132106781, 0.7615116834640503, 0.6785650253295898, 1.872414231300354, 0.03342841565608978, 0.15065637230873108]"
