answer,word_ids,vocab_size,predicted_profiles
first person,"[22, 6, 11, 7, 8, 31, 3, 4, 11, 7, 12, 5]",34,"[0.5977651476860046, 0.7831567525863647, 0.7110226154327393, 0.9006903171539307, 0.019411584362387657, 1.1260310411453247, 0.44119882583618164, 0.8347772359848022, 0.9317052960395813, 0.028398660942912102, 0.3252076208591461, 1.3888179063796997, 0.01144450344145298, 1.2787026166915894, 1.578245997428894, 0.12793295085430145, 1.0880249738693237, 1.2737973928451538, 0.3132113814353943, -0.002137849573045969, 0.46367061138153076, 0.10845499485731125, 0.4877115488052368, 0.8120259046554565, 1.4346811771392822, 1.6947332620620728, 0.7973074913024902, -0.007618827745318413, 0.6477749943733215, 1.1417007446289062, 1.363107681274414, 1.2013659477233887, 1.0873488187789917, 1.6276299953460693, 0.002417188137769699, 0.7531129121780396, -0.01598024182021618, -0.03353819251060486, 1.564939022064209, 0.7137259840965271, 0.750773012638092, 1.1509325504302979, 0.29678359627723694, 0.7243680953979492, 0.2366335391998291, 0.0020326822996139526, 0.30669069290161133, 1.5683265924453735, 0.2974206209182739, 0.8535876274108887, 0.024337098002433777, 1.267223834991455, 1.2232261896133423, 0.2102682888507843, 1.5232988595962524, 0.008990421891212463, 0.213807612657547, 0.8368282914161682, 0.9867591261863708, 0.8393577337265015, 1.4938260316848755, 0.10757245123386383, 1.5994749069213867, 0.5776163339614868]"
folktale,"[22, 12, 14, 16, 8, 2, 14, 4]",34,"[1.1116670370101929, 0.5697704553604126, 0.9713439345359802, 0.8471550345420837, 0.0038622692227363586, 0.8379796743392944, 0.47031307220458984, 1.0852806568145752, 0.72156822681427, 0.264692485332489, 0.5408143401145935, 1.0293471813201904, 0.007480125408619642, 0.739968478679657, 1.0050766468048096, 0.41728803515434265, 1.4070626497268677, 0.7295452356338501, 0.297354519367218, 0.0003328534075990319, 0.7030262351036072, 0.48201286792755127, 0.4460557699203491, 0.748355507850647, 1.4058996438980103, 1.5691550970077515, 1.091780424118042, -0.006376469507813454, 0.35155805945396423, 0.5751878619194031, 1.2318229675292969, 1.0801011323928833, 0.8060684204101562, 1.3562531471252441, -0.0031137545593082905, 0.4991517961025238, -0.017781440168619156, 0.35713744163513184, 1.7065104246139526, 0.5554367899894714, 0.3449265956878662, 0.5767282247543335, 0.08622242510318756, 0.6472383737564087, 0.1663060337305069, 0.47620150446891785, 0.4009585976600647, 0.8677481412887573, 0.327200323343277, 1.2879586219787598, 0.2656523883342743, 1.328935146331787, 0.6853967905044556, 0.3643946051597595, 1.066968560218811, 0.3253040909767151, 0.20577478408813477, 0.33243101835250854, 0.9177790880203247, 0.767731785774231, 1.1781870126724243, 0.18472468852996826, 1.3250632286071777, 0.3027355670928955]"
illustration,"[6, 14, 14, 13, 7, 8, 11, 2, 8, 6, 12, 5]",34,"[0.5810714364051819, 0.6598421335220337, 0.1589859127998352, 0.2340872585773468, 0.0031915996223688126, 0.5795243978500366, 0.4322440028190613, 1.379690408706665, 0.5158248543739319, 0.655346155166626, 0.8876497745513916, 0.4563566744327545, 0.052769824862480164, 0.352885901927948, 0.6665629148483276, 0.8760756850242615, 0.6564875841140747, 0.7643545866012573, 0.3008435368537903, -0.0011837807251140475, 0.4877942204475403, 0.023852594196796417, 0.741383969783783, 0.8295502662658691, 0.8343207836151123, 0.9050896167755127, 0.8041121959686279, 0.00128871388733387, 0.5731659531593323, 0.6335805058479309, 1.2071232795715332, 0.7117395401000977, 0.40480363368988037, 0.9308813214302063, 0.005001048091799021, 0.525240421295166, -0.0026963138952851295, 0.2807558476924896, 1.5029202699661255, 0.5125132203102112, 0.7448563575744629, 0.44601190090179443, 0.05052889883518219, 0.5629236698150635, 0.022585228085517883, 0.19794964790344238, 0.3124569058418274, 0.656814694404602, 0.6112799048423767, 1.2703408002853394, 0.8548513054847717, 1.308802604675293, 0.7343044281005859, 0.9305803775787354, 0.7450491189956665, 0.06509808450937271, 0.5712836384773254, 0.5395472049713135, 1.2702460289001465, 0.8391780853271484, 0.5900633335113525, 0.6773218512535095, 0.49164843559265137, 0.3012979030609131]"
legend,"[14, 4, 17, 4, 5, 20]",34,"[0.4618135690689087, 1.6490817070007324, 0.4825766682624817, 0.5016546845436096, -0.0043618809431791306, 0.42897510528564453, 1.6581759452819824, 0.5499123334884644, 0.5580022931098938, 0.08245044946670532, 0.1827518492937088, 0.7168938517570496, 0.0003011217340826988, 0.7964495420455933, 1.308887004852295, 0.30244821310043335, 0.5982228517532349, 0.7594926357269287, 0.9344207048416138, -0.0005205187480896711, 0.2316412329673767, 0.28966444730758667, 1.0051757097244263, 0.274088978767395, 0.640679121017456, 0.6973862051963806, 0.5523539185523987, -0.004807695746421814, 0.36416637897491455, 1.6959359645843506, 0.6228511333465576, 0.534923791885376, 0.6112092137336731, 0.7306451797485352, -0.0005253124982118607, 1.5707926750183105, -0.00800620298832655, 0.1385926753282547, 0.875680685043335, 1.7519232034683228, 0.4946121871471405, 1.103916049003601, 0.07789663225412369, 1.2627699375152588, 0.1701289415359497, 0.9699703454971313, 1.0190491676330566, 1.6346430778503418, 0.22516730427742004, 0.5437592267990112, 0.024879517033696175, 0.6454251408576965, 1.813826560974121, 0.43920421600341797, 0.7111538052558899, 0.4006630778312683, 0.27647459506988525, 0.7665175795555115, 0.453524649143219, 0.2915850281715393, 0.9657020568847656, 0.0512666255235672, 0.7066674828529358, 1.0390704870224]"
lesson,"[14, 4, 7, 7, 12, 5]",34,"[0.9884360432624817, 0.30024057626724243, 0.7302791476249695, 0.7959668636322021, 0.019910654053092003, 0.9756243228912354, 0.2517428994178772, 0.998448371887207, 0.7282751202583313, 0.11247492581605911, 0.6578649282455444, 0.9530373811721802, -0.007450699806213379, 0.6330771446228027, 0.8299012184143066, 0.14557671546936035, 1.3489978313446045, 0.7699041366577148, 0.2082325518131256, -0.0006252124439924955, 0.7202299237251282, 0.22534482181072235, 0.18398627638816833, 0.9281666874885559, 1.3736417293548584, 1.6110482215881348, 1.0373276472091675, 0.005696447566151619, 0.4097762703895569, 0.38736048340797424, 1.3288865089416504, 1.1769652366638184, 0.737382709980011, 1.3980599641799927, 0.004461273085325956, 0.21466423571109772, -0.00530173908919096, 0.30324846506118774, 1.5923219919204712, 0.29618510603904724, 0.40072882175445557, 0.37747418880462646, 0.15752564370632172, 0.3641323745250702, 0.14170445501804352, 0.1461263746023178, 0.2580845057964325, 0.6137648820877075, 0.22586727142333984, 1.2856769561767578, 0.1728934794664383, 1.285116195678711, 0.46730729937553406, 0.17404824495315552, 1.0939372777938843, 0.15359725058078766, -0.010625362396240234, 0.3515802323818207, 0.8944407105445862, 0.9076432585716248, 1.0245200395584106, 0.25514325499534607, 1.2527250051498413, 0.19984310865402222]"
main idea,"[19, 2, 6, 5, 31, 6, 20, 4, 2]",34,"[1.3672939538955688, 0.3871994614601135, 1.3760918378829956, 1.3017048835754395, 0.017031772062182426, 1.2764091491699219, 0.22635629773139954, 0.9204307794570923, 0.9093829393386841, 0.0367082804441452, 0.44307881593704224, 1.5855565071105957, -0.006551878526806831, 1.1238406896591187, 1.3637263774871826, 0.0633840411901474, 1.9421249628067017, 1.06418776512146, 0.24678203463554382, -0.004655985161662102, 0.8053423166275024, 0.5775235295295715, 0.15366733074188232, 1.0014415979385376, 1.9733949899673462, 2.3328959941864014, 1.2970044612884521, 0.016100751236081123, 0.42106372117996216, 0.6221956014633179, 1.5476815700531006, 1.5736578702926636, 1.2109631299972534, 1.9613004922866821, 0.009380130097270012, 0.3642515242099762, -0.015909116715192795, 0.20531129837036133, 1.9985450506210327, 0.4934540390968323, 0.39068877696990967, 0.7509143352508545, 0.2613637149333954, 0.530665934085846, 0.3559533953666687, 0.332863450050354, 0.2837751507759094, 1.146336555480957, 0.16300775110721588, 1.3807673454284668, -0.032376985996961594, 1.5364867448806763, 0.6861521005630493, -0.040948912501335144, 1.5233086347579956, 0.2775888741016388, 0.047787588089704514, 0.38200265169143677, 0.8968501091003418, 0.945876955986023, 1.6850718259811401, 0.07967380434274673, 2.0955824851989746, 0.3033300042152405]"
motivation,"[19, 12, 8, 6, 28, 2, 8, 6, 12, 5]",34,"[0.14843782782554626, 1.4857982397079468, -0.05945746600627899, -0.02304883301258087, 0.005327019840478897, 0.19216576218605042, 1.0775761604309082, 1.1776237487792969, 0.6910127401351929, 0.557658851146698, 0.5768527984619141, 0.392313152551651, 0.052544496953487396, 0.655684769153595, 1.2387135028839111, 1.1631066799163818, 0.09451285004615784, 0.6388731002807617, 0.6259249448776245, 0.00021735799964517355, 0.18400782346725464, -0.054407790303230286, 1.42876398563385, 0.32198846340179443, 0.3635512888431549, 0.2554759979248047, 0.4843018054962158, -0.007184499874711037, 0.4079328179359436, 1.5312379598617554, 0.7953293323516846, 0.2997514605522156, 0.24371004104614258, 0.7265500426292419, 0.0013547209091484547, 1.195936679840088, 0.01028803363442421, 0.13040690124034882, 1.2401244640350342, 1.1953121423721313, 0.7761417627334595, 0.9608496427536011, -0.022976912558078766, 1.3738071918487549, 0.02168424427509308, 0.3377341032028198, 0.7319808006286621, 1.419171929359436, 0.5313711762428284, 0.712072491645813, 0.7004114389419556, 0.9705115556716919, 1.758575439453125, 1.4437732696533203, 0.8923351764678955, 0.056237444281578064, 1.0822622776031494, 0.7670906186103821, 1.0692815780639648, 0.3946991562843323, 0.8124534487724304, 0.4892505407333374, 0.11521314084529877, 0.6521425247192383]"
myth,"[19, 21, 8, 9]",34,"[0.5627164840698242, 1.0883604288101196, 0.5517547130584717, 0.5281023979187012, -0.002666415646672249, 0.5575444102287292, 0.9063388109207153, 0.7662222385406494, 0.6238544583320618, 0.16933026909828186, 0.3501271605491638, 0.7198919653892517, 0.008103659376502037, 0.7115181088447571, 1.0996280908584595, 0.3015710115432739, 0.6969097256660461, 0.7934802770614624, 0.5672851800918579, 0.0001095206243917346, 0.33420121669769287, 0.23695769906044006, 0.7255662083625793, 0.42734330892562866, 0.7994237542152405, 0.8912258148193359, 0.6681345105171204, 0.003954395651817322, 0.3864607512950897, 1.1673266887664795, 0.8023749589920044, 0.6891623735427856, 0.63425612449646, 0.8863276243209839, -0.007107650861144066, 1.0243041515350342, -0.0006756233051419258, 0.22830480337142944, 1.0546071529388428, 1.0679209232330322, 0.5383292436599731, 0.8184362649917603, 0.05292888730764389, 0.8915664553642273, 0.12255397439002991, 0.5109987854957581, 0.5960488319396973, 1.2816835641860962, 0.19300182163715363, 0.728895366191864, 0.16353178024291992, 0.8045701384544373, 1.269179344177246, 0.4418959617614746, 0.8374106884002686, 0.2442689687013626, 0.258873850107193, 0.6295084357261658, 0.6743991374969482, 0.4694206416606903, 0.9047039747238159, 0.18891441822052002, 0.8073456287384033, 0.6973142623901367]"
paragraph,"[3, 2, 11, 2, 17, 11, 2, 3, 9]",34,"[0.11748701333999634, 1.9299952983856201, 0.15456591546535492, 0.26722028851509094, 0.007046721875667572, 0.4479459822177887, 1.4059858322143555, 0.5527421832084656, 0.5186364054679871, 0.24909363687038422, 0.153111070394516, 0.584235668182373, 0.04373602941632271, 0.9102837443351746, 1.4167269468307495, 0.5605694651603699, 0.15535253286361694, 1.1433701515197754, 0.8448754549026489, -0.00038622203283011913, 0.10264290869235992, 0.017453350126743317, 1.382718801498413, 0.2963741421699524, 0.40373334288597107, 0.48505154252052307, 0.2997990548610687, 0.0056587085127830505, 0.6440209150314331, 2.077042818069458, 0.5144354104995728, 0.4065013527870178, 0.645254909992218, 0.5997390151023865, -0.0003269072622060776, 1.8297345638275146, -0.012296324595808983, -0.04672473669052124, 0.6840080618858337, 1.6996097564697266, 1.0014292001724243, 1.3717093467712402, 0.07706678658723831, 1.3827990293502808, 0.0740501806139946, 0.4742816090583801, 0.7952197790145874, 1.9572315216064453, 0.38587430119514465, 0.2343200445175171, 0.2612997591495514, 0.5432953238487244, 2.144353151321411, 0.8043336868286133, 0.7216411828994751, 0.044915080070495605, 0.7855224609375, 1.1466825008392334, 0.6815282702445984, 0.3430838882923126, 0.797837495803833, 0.1986125409603119, 0.45331427454948425, 1.081911325454712]"
passage,"[3, 2, 7, 7, 2, 17, 4]",34,"[1.2993462085723877, 0.39621907472610474, 0.9799795746803284, 1.0900380611419678, 0.005157768726348877, 1.4083315134048462, 0.3365628123283386, 0.8583055734634399, 0.5070019364356995, 0.16852658987045288, 0.6810119152069092, 0.9859731197357178, 0.009545961394906044, 0.6509810090065002, 0.574530839920044, -0.001942560076713562, 1.7815110683441162, 1.2150496244430542, 0.291218638420105, 0.0017161323921754956, 0.9528486132621765, 0.38573014736175537, 0.06889964640140533, 1.2235835790634155, 1.854163408279419, 2.058797836303711, 1.1428558826446533, 0.011630091816186905, 0.7903899550437927, 0.3576473295688629, 1.4719438552856445, 1.5274723768234253, 1.149368405342102, 1.377157211303711, -0.0032197092659771442, 0.3906170725822449, -0.016442880034446716, 0.3123333156108856, 1.6416640281677246, 0.4128841757774353, 0.6607579588890076, 0.44366204738616943, 0.31951671838760376, 0.07347364723682404, 0.17696529626846313, 0.3095608353614807, 0.13407863676548004, 0.7236765027046204, 0.4341641366481781, 1.4922782182693481, 0.2533145546913147, 1.4162262678146362, 0.4067798852920532, -0.06717677414417267, 0.8946998119354248, 0.14023783802986145, -0.052342407405376434, 0.5891661047935486, 0.9536412358283997, 1.2351503372192383, 0.876655101776123, 0.28211715817451477, 1.737841248512268, 0.3060152530670166]"
point of view,"[3, 12, 6, 5, 8, 31, 12, 22, 31, 28, 6, 4, 26]",34,"[1.4922059774398804, 0.14379021525382996, 1.4249589443206787, 1.4390418529510498, 0.002298325300216675, 1.9881824254989624, -0.049132511019706726, 1.1603648662567139, 0.8289920687675476, 0.19534675776958466, 0.606478214263916, 1.7475794553756714, -0.0019330363720655441, 1.3830814361572266, 1.2013680934906006, 0.006602860987186432, 2.349494218826294, 1.6300407648086548, 0.0005116313695907593, -0.003695497754961252, 1.1424522399902344, 0.2999277710914612, 0.012199383229017258, 1.595908761024475, 2.646653890609741, 2.994454860687256, 1.4598134756088257, -0.005394177511334419, 0.9349352717399597, 0.43909695744514465, 2.1109745502471924, 2.140345335006714, 1.6046024560928345, 2.314450979232788, -0.007909325882792473, 0.36928272247314453, -0.05258726328611374, -0.03219375014305115, 2.5001492500305176, 0.19331704080104828, 0.8934770822525024, 0.8918981552124023, 0.5652876496315002, 0.19441351294517517, 0.2681136727333069, -0.015951409935951233, -0.08219614624977112, 1.2522729635238647, 0.5732120275497437, 1.8367975950241089, 0.16711865365505219, 2.124377489089966, 0.3795071840286255, -0.1670665293931961, 1.7378610372543335, -0.10957975685596466, 0.04128749668598175, 0.6923943758010864, 1.3951271772384644, 1.4667521715164185, 1.7304487228393555, 0.14663757383823395, 2.648519277572632, 0.13460753858089447]"
prose,"[3, 11, 12, 7, 4]",34,"[1.1460932493209839, 0.47540855407714844, 0.9360060691833496, 0.9184837937355042, 0.007241551764309406, 0.8903234601020813, 0.3894128203392029, 0.9501271843910217, 0.8195347189903259, 0.09933602064847946, 0.5986316800117493, 1.0479847192764282, -0.0013112099841237068, 0.7664878964424133, 1.0670552253723145, 0.137918621301651, 1.420573115348816, 0.7186164855957031, 0.3283122777938843, 0.0007867818931117654, 0.6902050971984863, 0.5473027229309082, 0.28124821186065674, 0.7805215716362, 1.4300800561904907, 1.5875701904296875, 1.096929907798767, 0.008288334123790264, 0.3617023527622223, 0.6400862336158752, 1.2338027954101562, 1.154489278793335, 0.8098295331001282, 1.447407603263855, -0.005155020393431187, 0.4014923572540283, -0.00855815876275301, 0.39698880910873413, 1.6257579326629639, 0.5584167838096619, 0.34451380372047424, 0.5481793880462646, 0.10026893019676208, 0.5398486256599426, 0.27010059356689453, 0.4237874150276184, 0.3803699016571045, 0.8098999857902527, 0.19852949678897858, 1.2360261678695679, 0.12715241312980652, 1.2326557636260986, 0.7258294820785522, 0.16687782108783722, 1.1536043882369995, 0.38829663395881653, 0.07582031190395355, 0.32326677441596985, 0.8200735449790955, 0.7868947982788086, 1.2757290601730347, 0.21690475940704346, 1.4039989709854126, 0.3336871862411499]"
resolution,"[11, 4, 7, 12, 14, 13, 8, 6, 12, 5]",34,"[0.5943586230278015, 0.8105210661888123, 0.28414615988731384, 0.3275672197341919, -0.0015333425253629684, 0.593238890171051, 0.5948365926742554, 1.2469308376312256, 0.6069254875183105, 0.5509419441223145, 0.7667372822761536, 0.5928692817687988, 0.03126085549592972, 0.5281029343605042, 0.8710072040557861, 0.7379356622695923, 0.7156774401664734, 0.7708745002746582, 0.38167333602905273, -0.00080631033051759, 0.48425447940826416, 0.11368878185749054, 0.7365544438362122, 0.7681407332420349, 0.8833891153335571, 0.9522294402122498, 0.8455256223678589, 0.002125648781657219, 0.5387471914291382, 0.8526561260223389, 1.1439416408538818, 0.7679264545440674, 0.5143090486526489, 0.9910744428634644, 0.00037020258605480194, 0.6754357218742371, -0.006670543923974037, 0.23242124915122986, 1.5217902660369873, 0.7576820850372314, 0.7050256133079529, 0.608904242515564, 0.05933301895856857, 0.681799054145813, 0.09035652875900269, 0.2919859290122986, 0.38635218143463135, 0.8894122242927551, 0.5527662634849548, 1.187770962715149, 0.7111875414848328, 1.2718664407730103, 0.9563882350921631, 0.8409783840179443, 0.8326811194419861, 0.13092902302742004, 0.5513103604316711, 0.5672264099121094, 1.1739957332611084, 0.8001087307929993, 0.7785581350326538, 0.5705564022064209, 0.6660541296005249, 0.4278056025505066]"
rhythm,"[11, 9, 21, 8, 9, 19]",34,"[0.5800799131393433, 1.1202526092529297, 0.4126746654510498, 0.48643386363983154, -0.004792993888258934, 0.6389163732528687, 0.8836544156074524, 0.8623353838920593, 0.5976293087005615, 0.23790162801742554, 0.4717941880226135, 0.6268559694290161, 0.02194296568632126, 0.6522459387779236, 0.9918490648269653, 0.3587903678417206, 0.73772132396698, 0.8864955902099609, 0.5785780549049377, -0.0011792522855103016, 0.3940970301628113, 0.15149392187595367, 0.7697426080703735, 0.5488542318344116, 0.8595017194747925, 0.9276445508003235, 0.6729753017425537, 0.0015536490827798843, 0.516353189945221, 1.1441677808761597, 0.8910373449325562, 0.7576072216033936, 0.6342967748641968, 0.8816453218460083, 0.0007986258715391159, 1.0630733966827393, 0.0021225055679678917, 0.18577969074249268, 1.1112890243530273, 1.0640109777450562, 0.686924934387207, 0.8085331320762634, 0.08806557953357697, 0.7786508798599243, 0.09059128165245056, 0.4350866675376892, 0.5383164882659912, 1.221766471862793, 0.292331725358963, 0.861251950263977, 0.27289634943008423, 0.9202072620391846, 1.2533875703811646, 0.5141436457633972, 0.7953629493713379, 0.18136893212795258, 0.3415924906730652, 0.7108327746391296, 0.8081912994384766, 0.5906493067741394, 0.8307898044586182, 0.26618459820747375, 0.7976033091545105, 0.6835827827453613]"
scene,"[7, 18, 4, 5, 4]",34,"[0.9564359784126282, 0.6462069153785706, 0.9085841774940491, 0.7886965274810791, 0.008405612781643867, 0.5220202207565308, 0.680203914642334, 0.7482019066810608, 0.7432177662849426, 0.06765024363994598, 0.4225648045539856, 0.893458902835846, -0.0020950548350811005, 0.5991520881652832, 1.0499681234359741, 0.23636086285114288, 1.1270428895950317, 0.40980714559555054, 0.5133012533187866, -0.0009776352671906352, 0.4584196209907532, 0.6116251945495605, 0.40319669246673584, 0.40065521001815796, 1.0463892221450806, 1.1385470628738403, 0.8886524438858032, 0.005082988180220127, 0.08798833191394806, 0.6679762005805969, 0.8532338738441467, 0.788386881351471, 0.5694583058357239, 1.074375033378601, -0.0021292229648679495, 0.5265600681304932, -0.010645471513271332, 0.43099355697631836, 1.2494654655456543, 0.8217774033546448, 0.0957169383764267, 0.5119079351425171, 0.01735117845237255, 0.740512490272522, 0.33136624097824097, 0.6825733184814453, 0.6483099460601807, 0.8268501162528992, 0.031620681285858154, 0.9122508764266968, 0.04245037958025932, 0.8635067939758301, 0.8539073467254639, 0.3194604218006134, 0.8980397582054138, 0.5437182784080505, 0.0907045304775238, 0.2069893330335617, 0.4955536723136902, 0.4269377887248993, 1.1114481687545776, 0.10067133605480194, 1.0732864141464233, 0.44708800315856934]"
stage directions,"[7, 8, 2, 17, 4, 31, 20, 6, 11, 4, 18, 8, 6, 12, 5, 7]",34,"[1.297637939453125, 0.391507625579834, 1.003783941268921, 1.0212373733520508, 0.007737654261291027, 1.454270839691162, 0.06437940150499344, 1.207988977432251, 0.6535993218421936, 0.2496410608291626, 0.5810714960098267, 1.1709955930709839, 0.004303081892430782, 0.8770869970321655, 0.7425965070724487, 0.416532427072525, 1.9250333309173584, 1.1980924606323242, 0.05793297290802002, -0.0020393787417560816, 0.9759230613708496, 0.2938191294670105, 0.32152000069618225, 1.3263194561004639, 1.991250991821289, 2.278613805770874, 1.2402119636535645, -0.001040033996105194, 0.8131976127624512, 0.34086474776268005, 1.735123634338379, 1.592553973197937, 1.0777658224105835, 1.7129358053207397, 0.011065805330872536, 0.29567259550094604, -0.03848875313997269, 0.088595911860466, 2.1450295448303223, 0.16146598756313324, 0.7450501322746277, 0.5700464844703674, 0.39954453706741333, 0.3020089864730835, 0.06140138953924179, 0.07954487949609756, -0.044387221336364746, 0.8386359810829163, 0.55806565284729, 1.5923117399215698, 0.2604006230831146, 1.8044590950012207, 0.2656913995742798, 0.16626882553100586, 1.172326922416687, -0.02201366424560547, 0.23356488347053528, 0.5081643462181091, 1.283335566520691, 1.2125028371810913, 1.2379591464996338, 0.18111459910869598, 1.7600663900375366, 0.10455270111560822]"
stanza,"[7, 8, 2, 5, 15, 2]",34,"[0.7321584820747375, 0.7355128526687622, 0.625229001045227, 0.5278257727622986, 0.0050077494233846664, 0.4614109396934509, 0.687065839767456, 0.9813404679298401, 0.6129038333892822, 0.23630687594413757, 0.5128830075263977, 0.65757817029953, 0.009253676049411297, 0.5127613544464111, 0.9660311937332153, 0.5042954683303833, 0.8081870675086975, 0.507462203502655, 0.4228978753089905, 0.0008557328255847096, 0.41795051097869873, 0.37648430466651917, 0.6165701150894165, 0.4402202367782593, 0.8463324308395386, 0.9175154566764832, 0.7661117315292358, 0.0002633817493915558, 0.23980678617954254, 0.6884263157844543, 0.878504753112793, 0.6324965953826904, 0.46276089549064636, 0.9074052572250366, -0.007390355691313744, 0.5708324313163757, -0.025679223239421844, 0.44891083240509033, 1.2854032516479492, 0.7213240265846252, 0.2864229679107666, 0.48868706822395325, 0.014197131618857384, 0.8375959992408752, 0.13370317220687866, 0.5723838806152344, 0.6377288103103638, 0.7988619208335876, 0.22572076320648193, 0.9694465398788452, 0.24980299174785614, 0.9699491858482361, 0.8394235372543335, 0.6224023699760437, 0.7996991276741028, 0.3915718197822571, 0.304866760969162, 0.2805934250354767, 0.6967546343803406, 0.5111637115478516, 0.8966777920722961, 0.22566232085227966, 0.7164940237998962, 0.35981297492980957]"
text feature,"[8, 4, 27, 8, 31, 22, 4, 2, 8, 13, 11, 4]",34,"[1.6567730903625488, 0.10521919280290604, 1.2766149044036865, 1.1871761083602905, 0.008811850100755692, 1.7124435901641846, -0.0004207491874694824, 1.2950465679168701, 0.6339236497879028, 0.19116362929344177, 0.7185970544815063, 1.2150886058807373, 0.0011538201943039894, 0.7624208927154541, 0.5701987743377686, 0.1917896866798401, 2.39046573638916, 1.157489538192749, 0.04357233643531799, -0.0021061745937913656, 1.2625151872634888, 0.49087607860565186, 0.06110754609107971, 1.5666840076446533, 2.3231005668640137, 2.61198091506958, 1.4054192304611206, 0.003362267278134823, 0.8556463718414307, 0.038009218871593475, 1.9032673835754395, 1.9125947952270508, 1.160308599472046, 1.8613523244857788, 0.00016067316755652428, 0.011870525777339935, -0.02795848250389099, 0.3297077715396881, 2.308286190032959, -0.0018995553255081177, 0.6484410762786865, 0.35790038108825684, 0.4713246524333954, 0.15284019708633423, 0.1605636179447174, 0.20152074098587036, 0.006850391626358032, 0.6416829228401184, 0.5070825219154358, 2.0316271781921387, 0.25929364562034607, 1.9436219930648804, 0.029232963919639587, 0.03701002895832062, 1.1781747341156006, 0.13227635622024536, 0.07646887004375458, 0.38386061787605286, 1.3252311944961548, 1.3897042274475098, 1.2116506099700928, 0.26493728160858154, 2.0210180282592773, 0.03657659888267517]"
theme,"[8, 9, 4, 19, 4]",34,"[0.7224047780036926, 0.9756177067756653, 0.8239229917526245, 0.8050004243850708, 0.008078536950051785, 0.789871335029602, 0.9657864570617676, 0.5873022079467773, 0.7138726115226746, 0.029134826734662056, 0.24056889116764069, 1.0196683406829834, -0.0025213658809661865, 0.8747246265411377, 1.233253836631775, 0.07007366418838501, 0.9943518042564392, 0.8114638328552246, 0.567785382270813, -0.0011325252708047628, 0.3896217942237854, 0.41069796681404114, 0.4864756762981415, 0.4826735854148865, 1.121324062347412, 1.2295711040496826, 0.7876883745193481, 0.0029400261119008064, 0.34078794717788696, 1.0085070133209229, 0.9292781352996826, 0.9017279744148254, 0.7968255281448364, 1.1711606979370117, -0.0013242422137409449, 0.9245457053184509, -0.006348452530801296, 0.13143423199653625, 1.1819086074829102, 1.0222111940383911, 0.4300723373889923, 0.8483404517173767, 0.1546185463666916, 0.7329375743865967, 0.2408129870891571, 0.5607829689979553, 0.5501279830932617, 1.3541316986083984, 0.126505509018898, 0.7268387675285339, -0.02070322260260582, 0.8943047523498535, 1.2122129201889038, 0.13446128368377686, 1.0644443035125732, 0.2712322175502777, 0.06641450524330139, 0.5693947076797485, 0.5499712228775024, 0.5030905604362488, 1.1423355340957642, 0.04346991330385208, 1.2754249572753906, 0.6545554399490356]"
third person,"[8, 9, 6, 11, 20, 31, 3, 4, 11, 7, 12, 5]",34,"[0.8476031422615051, 0.5382491946220398, 0.6458200812339783, 0.7243281006813049, 0.012828308157622814, 0.957746684551239, 0.31648486852645874, 1.2424981594085693, 0.9059528708457947, 0.15600425004959106, 0.6297760009765625, 1.1734354496002197, 0.0021276986226439476, 0.9881691336631775, 1.2734816074371338, 0.3974509537220001, 1.2332031726837158, 0.9250364303588867, 0.17316797375679016, -0.00040419120341539383, 0.6380476355552673, 0.13842616975307465, 0.5336595773696899, 0.9539575576782227, 1.428153157234192, 1.6500186920166016, 0.9804506301879883, -0.00257127545773983, 0.5260506272315979, 0.8052289485931396, 1.517707109451294, 1.142287254333496, 0.7606256604194641, 1.6389421224594116, 0.007698897738009691, 0.43284618854522705, -0.015571895986795425, 0.18555685877799988, 1.9345440864562988, 0.44890689849853516, 0.6002818942070007, 0.7466049194335938, 0.24797995388507843, 0.7265048623085022, 0.09886685013771057, 0.10089865326881409, 0.2616253197193146, 1.0676746368408203, 0.362388014793396, 1.25513756275177, 0.19909721612930298, 1.5578534603118896, 0.8179723024368286, 0.43710631132125854, 1.4045219421386719, 0.06901124119758606, 0.26752692461013794, 0.5147542357444763, 1.1860132217407227, 0.9233353137969971, 1.3648319244384766, 0.24808645248413086, 1.293306589126587, 0.28591179847717285]"
