answer,word_ids,vocab_size,predicted_profiles
notice,"[5, 12, 8, 6, 18, 4]",34,"[0.1258859932422638, 0.2745889723300934, 0.21884305775165558, 0.22170425951480865, 0.1589777022600174]"
observe,"[12, 10, 7, 4, 11, 28, 4]",34,"[0.45622172951698303, 0.06745374202728271, 0.18790552020072937, 0.2572259306907654, 0.03119307942688465]"
order,"[12, 11, 20, 4, 11]",34,"[0.3579224944114685, 0.13554254174232483, 0.19856201112270355, 0.20313765108585358, 0.10483536869287491]"
organize,"[12, 11, 17, 2, 5, 6, 15, 4]",34,"[0.11421665549278259, 0.07761640846729279, 0.48006197810173035, 0.24447008967399597, 0.0836348757147789]"
predict,"[3, 11, 4, 20, 6, 18, 8]",34,"[0.22076894342899323, 0.37328454852104187, 0.1740555763244629, 0.16071771085262299, 0.07117320597171783]"
problem,"[3, 11, 12, 10, 14, 4, 19]",34,"[0.1007218062877655, 0.10693375766277313, 0.09505587816238403, 0.6837489604949951, 0.01353969145566225]"
question,"[24, 13, 4, 7, 8, 6, 12, 5]",34,"[0.11424773186445236, 0.02796098217368126, 0.7802597880363464, 0.06555374711751938, 0.011977802030742168]"
reason,"[11, 4, 2, 7, 12, 5]",34,"[0.49042707681655884, 0.1272539645433426, 0.16640107333660126, 0.17527177929878235, 0.040646035224199295]"
require,"[11, 4, 24, 13, 6, 11, 4]",34,"[0.6214089393615723, 0.10852663218975067, 0.14456942677497864, 0.07504445314407349, 0.05045054107904434]"
similar,"[7, 6, 19, 6, 14, 2, 11]",34,"[0.12409581989049911, 0.7425990700721741, 0.02137700654566288, 0.10385126620531082, 0.00807682704180479]"
solution,"[7, 12, 14, 13, 8, 6, 12, 5]",34,"[0.061666566878557205, 0.1763404905796051, 0.42416638135910034, 0.30251848697662354, 0.035308048129081726]"
succeed,"[7, 13, 18, 18, 4, 4, 20]",34,"[0.1687534898519516, 0.05665246397256851, 0.5494259595870972, 0.0854174792766571, 0.13975057005882263]"
understand,"[13, 5, 20, 4, 11, 7, 8, 2, 5, 20]",34,"[0.2785624861717224, 0.2423335760831833, 0.12639562785625458, 0.2983000874519348, 0.0544082447886467]"
wonder,"[26, 12, 5, 20, 4, 11]",34,"[0.44209814071655273, 0.08641538769006729, 0.22103998064994812, 0.16228975355625153, 0.08815673738718033]"
achieve,"[2, 18, 9, 6, 4, 28, 4]",34,"[0.8940373659133911, 0.013617056421935558, 0.057720426470041275, 0.02817578986287117, 0.006449324078857899]"
addition,"[2, 20, 20, 6, 8, 6, 12, 5]",34,"[0.06657969951629639, 0.17116157710552216, 0.4114241302013397, 0.271036833524704, 0.07979778945446014]"
citizen,"[18, 6, 8, 6, 15, 4, 5]",34,"[0.045392971485853195, 0.18695798516273499, 0.03654201701283455, 0.064572773873806, 0.6665342450141907]"
community,"[18, 12, 19, 19, 13, 5, 6, 8, 21]",34,"[0.1311739832162857, 0.08977340161800385, 0.4770653247833252, 0.22341376543045044, 0.07857357710599899]"
continent,"[18, 12, 5, 8, 6, 5, 4, 5, 8]",34,"[0.11869488656520844, 0.6328564882278442, 0.058239299803972244, 0.11763296276330948, 0.07257635146379471]"
energy,"[4, 5, 4, 11, 17, 21]",34,"[0.31482964754104614, 0.2305075228214264, 0.11087910085916519, 0.2185138761997223, 0.12526987493038177]"
equal,"[4, 24, 13, 2, 14]",34,"[0.31177112460136414, 0.15606901049613953, 0.17389161884784698, 0.3251205384731293, 0.03314768150448799]"
globe,"[17, 14, 12, 10, 4]",34,"[0.2761569023132324, 0.298931360244751, 0.1474129557609558, 0.23641709983348846, 0.04108162969350815]"
habitat,"[9, 2, 10, 6, 8, 2, 8]",34,"[0.1475803554058075, 0.3169437646865845, 0.25597134232521057, 0.23200325667858124, 0.047501251101493835]"
insect,"[6, 5, 7, 4, 18, 8]",34,"[0.1617049127817154, 0.24748215079307556, 0.19009625911712646, 0.3071087598800659, 0.09360796213150024]"
mammal,"[19, 2, 19, 19, 2, 14]",34,"[0.23269017040729523, 0.10828926414251328, 0.4082987904548645, 0.19723370671272278, 0.053488023579120636]"
map,"[19, 2, 3]",34,"[0.20406748354434967, 0.2963505983352661, 0.30646204948425293, 0.11107796430587769, 0.08204194903373718]"
material,"[19, 2, 8, 4, 11, 6, 2, 14]",34,"[0.28452882170677185, 0.19609682261943817, 0.18241913616657257, 0.2881131172180176, 0.04884215071797371]"
mayor,"[19, 2, 21, 12, 11]",34,"[0.34581950306892395, 0.12838014960289001, 0.06126464530825615, 0.42953988909721375, 0.03499581664800644]"
ocean,"[12, 18, 4, 2, 5]",34,"[0.5647032856941223, 0.08315793424844742, 0.1947936713695526, 0.10756997764110565, 0.04977509006857872]"
reptile,"[11, 4, 3, 8, 6, 14, 4]",34,"[0.2274657040834427, 0.11363836377859116, 0.493603378534317, 0.14417867362499237, 0.021113872528076172]"
season,"[7, 4, 2, 7, 12, 5]",34,"[0.2822299599647522, 0.18224535882472992, 0.1931827962398529, 0.2851211428642273, 0.057220708578825]"
subtraction,"[7, 13, 10, 8, 11, 2, 18, 8, 6, 12, 5]",34,"[0.03436100482940674, 0.6506689786911011, 0.10700421035289764, 0.19142860174179077, 0.01653716154396534]"
temperature,"[8, 4, 19, 3, 4, 11, 2, 8, 13, 11, 4]",34,"[0.25252795219421387, 0.11337729543447495, 0.15783943235874176, 0.4628748595714569, 0.013380500487983227]"
weather,"[26, 4, 2, 8, 9, 4, 11]",34,"[0.3714193105697632, 0.07370297610759735, 0.41713735461235046, 0.11553643643856049, 0.022203871980309486]"
author,"[2, 13, 8, 9, 12, 11]",34,"[0.14635206758975983, 0.07297172397375107, 0.6901593208312988, 0.07817015796899796, 0.01234667468816042]"
beginning,"[10, 4, 17, 6, 5, 5, 6, 5, 17]",34,"[0.3075925409793854, 0.09985610842704773, 0.43208950757980347, 0.11224602162837982, 0.048215802758932114]"
chapter,"[18, 9, 2, 3, 8, 4, 11]",34,"[0.28912195563316345, 0.12028209120035172, 0.46735671162605286, 0.10160645842552185, 0.02163279801607132]"
character,"[18, 9, 2, 11, 2, 18, 8, 4, 11]",34,"[0.4483051002025604, 0.07498413324356079, 0.2707904577255249, 0.18674616515636444, 0.01917421817779541]"
ending,"[4, 5, 20, 6, 5, 17]",34,"[0.22050710022449493, 0.18478579819202423, 0.24558581411838531, 0.14917877316474915, 0.19994254410266876]"
fable,"[22, 2, 10, 14, 4]",34,"[0.22915633022785187, 0.211772158741951, 0.2236500382423401, 0.29997774958610535, 0.035443779081106186]"
fact,"[22, 2, 18, 8]",34,"[0.1761901080608368, 0.10690348595380783, 0.3940906524658203, 0.22335098683834076, 0.0994647964835167]"
fiction,"[22, 6, 18, 8, 6, 12, 5]",34,"[0.11752165108919144, 0.12478220462799072, 0.4206332862377167, 0.2550274133682251, 0.08203540742397308]"
illustrator,"[6, 14, 14, 13, 7, 8, 11, 2, 8, 12, 11]",34,"[0.14416535198688507, 0.05830793455243111, 0.5106961131095886, 0.2682355046272278, 0.018595080822706223]"
moral,"[19, 12, 11, 2, 14]",34,"[0.2946432828903198, 0.2794390320777893, 0.07333286106586456, 0.3230370283126831, 0.029547827318310738]"
narrator,"[5, 2, 11, 11, 2, 8, 12, 11]",34,"[0.10300591588020325, 0.3104173243045807, 0.0737629160284996, 0.49455195665359497, 0.01826190948486328]"
nonfiction,"[5, 12, 5, 22, 6, 18, 8, 6, 12, 5]",34,"[0.07388745248317719, 0.05120614916086197, 0.7229548096656799, 0.10991833359003067, 0.04203328490257263]"
opinion,"[12, 3, 6, 5, 6, 12, 5]",34,"[0.19985458254814148, 0.138445645570755, 0.36958131194114685, 0.2278468906879425, 0.06427153199911118]"
poem,"[3, 12, 4, 19]",34,"[0.5771650671958923, 0.1089475005865097, 0.11868599057197571, 0.1712343841791153, 0.023967036977410316]"
rhyme,"[11, 9, 21, 19, 4]",34,"[0.3009529411792755, 0.2945011258125305, 0.10820929706096649, 0.18566074967384338, 0.11067590862512589]"
setting,"[7, 4, 8, 8, 6, 5, 17]",34,"[0.18494518101215363, 0.17994143068790436, 0.47510042786598206, 0.11264137178659439, 0.047371622174978256]"
title,"[8, 6, 8, 14, 4]",34,"[0.5501260161399841, 0.13442116975784302, 0.1459062546491623, 0.12319620698690414, 0.046350378543138504]"
agree,"[2, 17, 11, 4, 4]",34,"[0.33782079815864563, 0.15692585706710815, 0.3828360140323639, 0.10191580653190613, 0.020501527935266495]"
alphabetical,"[2, 14, 3, 9, 2, 10, 4, 8, 6, 18, 2, 14]",34,"[0.10626751184463501, 0.06476008147001266, 0.4348286986351013, 0.3138091266155243, 0.08033467829227448]"
antonym,"[2, 5, 8, 12, 5, 21, 19]",34,"[0.08614901453256607, 0.07221691310405731, 0.070081427693367, 0.7545125484466553, 0.017040034756064415]"
because,"[10, 4, 18, 2, 13, 7, 4]",34,"[0.6932971477508545, 0.09374813735485077, 0.13025915622711182, 0.058249857276678085, 0.024445626884698868]"
blend,"[10, 14, 4, 5, 20]",34,"[0.2010832279920578, 0.24214522540569305, 0.19281256198883057, 0.22432270646095276, 0.1396363079547882]"
compound,"[18, 12, 19, 3, 12, 13, 5, 20]",34,"[0.11907263100147247, 0.1546768844127655, 0.43514373898506165, 0.26023849844932556, 0.03086818754673004]"
consonant,"[18, 12, 5, 7, 12, 5, 2, 5, 8]",34,"[0.1305779218673706, 0.1792643517255783, 0.10645168274641037, 0.5313395857810974, 0.0523664690554142]"
contraction,"[18, 12, 5, 8, 11, 2, 18, 8, 6, 12, 5]",34,"[0.06113540008664131, 0.27213722467422485, 0.2590315341949463, 0.3510975241661072, 0.05659838020801544]"
definition,"[20, 4, 22, 6, 5, 6, 8, 6, 12, 5]",34,"[0.07406901568174362, 0.15993526577949524, 0.5093662142753601, 0.22647856175899506, 0.03015100210905075]"
dictionary,"[20, 6, 18, 8, 6, 12, 5, 2, 11, 21]",34,"[0.0922946184873581, 0.2703165113925934, 0.23642748594284058, 0.33324679732322693, 0.06771471351385117]"
digraph,"[20, 6, 17, 11, 2, 3, 9]",34,"[0.1109774261713028, 0.22933124005794525, 0.4412803649902344, 0.1893945187330246, 0.02901645004749298]"
disagree,"[20, 6, 7, 2, 17, 11, 4, 4]",34,"[0.1661383956670761, 0.28116974234580994, 0.38181447982788086, 0.1433083713054657, 0.027568917721509933]"
glossary,"[17, 14, 12, 7, 7, 2, 11, 21]",34,"[0.11482405662536621, 0.16724462807178497, 0.3163442015647888, 0.3642858564853668, 0.037301212549209595]"
homophone,"[9, 12, 19, 12, 3, 9, 12, 5, 4]",34,"[0.1551591008901596, 0.1530190408229828, 0.3208008408546448, 0.353661447763443, 0.017359623685479164]"
incorrect,"[6, 5, 18, 12, 11, 11, 4, 18, 8]",34,"[0.12409099191427231, 0.07661101222038269, 0.394626647233963, 0.3559468984603882, 0.04872441291809082]"
plural,"[3, 14, 13, 11, 2, 14]",34,"[0.19426734745502472, 0.4505416452884674, 0.14058829843997955, 0.18440450727939606, 0.03019818663597107]"
possessive,"[3, 12, 7, 7, 4, 7, 7, 6, 28, 4]",34,"[0.031593937426805496, 0.0311663169413805, 0.8884066939353943, 0.04224164038896561, 0.006591347977519035]"
prefix,"[3, 11, 4, 22, 6, 27]",34,"[0.24763906002044678, 0.4635569453239441, 0.12409323453903198, 0.1468862146139145, 0.017824549227952957]"
singular,"[7, 6, 5, 17, 13, 14, 2, 11]",34,"[0.2889045476913452, 0.4734141528606415, 0.07435256242752075, 0.14480626583099365, 0.01852237619459629]"
suffix,"[7, 13, 22, 22, 6, 27]",34,"[0.09231800585985184, 0.3771529197692871, 0.33638641238212585, 0.17162184417247772, 0.022520897909998894]"
syllable,"[7, 21, 14, 14, 2, 10, 14, 4]",34,"[0.17403188347816467, 0.11699848622083664, 0.39876413345336914, 0.25183817744255066, 0.05836724489927292]"
synonym,"[7, 21, 5, 12, 5, 21, 19]",34,"[0.12717391550540924, 0.1034153401851654, 0.04911240190267563, 0.6727452874183655, 0.04755306988954544]"
vowel,"[28, 12, 26, 4, 14]",34,"[0.6826697587966919, 0.1713607758283615, 0.060616832226514816, 0.07640164345502853, 0.008950943127274513]"
accurate,"[2, 18, 18, 13, 11, 2, 8, 4]",34,"[0.16628296673297882, 0.13434162735939026, 0.3878922462463379, 0.21729767322540283, 0.0941854789853096]"
analyze,"[2, 5, 2, 14, 21, 15, 4]",34,"[0.20013807713985443, 0.4540489614009857, 0.19674283266067505, 0.09575164318084717, 0.053318556398153305]"
apply,"[2, 3, 3, 14, 21]",34,"[0.2453794777393341, 0.11475345492362976, 0.47074568271636963, 0.08726824074983597, 0.08185312896966934]"
arrange,"[2, 11, 11, 2, 5, 17, 4]",34,"[0.2849387526512146, 0.13583782315254211, 0.3898550570011139, 0.16185709834098816, 0.027511201798915863]"
audience,"[2, 13, 20, 6, 4, 5, 18, 4]",34,"[0.14056715369224548, 0.2205507755279541, 0.12271302938461304, 0.21831105649471283, 0.29785799980163574]"
category,"[18, 2, 8, 4, 17, 12, 11, 21]",34,"[0.10739608854055405, 0.11213450133800507, 0.03471897915005684, 0.7220188975334167, 0.023731503635644913]"
classify,"[18, 14, 2, 7, 7, 6, 22, 21]",34,"[0.22568818926811218, 0.07159566134214401, 0.41859370470046997, 0.1027640774846077, 0.18135826289653778]"
combine,"[18, 12, 19, 10, 6, 5, 4]",34,"[0.18342256546020508, 0.12979672849178314, 0.5019866824150085, 0.11661220341920853, 0.0681818500161171]"
conclusion,"[18, 12, 5, 18, 14, 13, 7, 6, 12, 5]",34,"[0.10272879153490067, 0.13011735677719116, 0.47881725430488586, 0.15902455151081085, 0.12931205332279205]"
contrast,"[18, 12, 5, 8, 11, 2, 7, 8]",34,"[0.13710401952266693, 0.5131077766418457, 0.10502973198890686, 0.19595837593078613, 0.04880013316869736]"
contribute,"[18, 12, 5, 8, 11, 6, 10, 13, 8, 4]",34,"[0.06580597907304764, 0.08555428683757782, 0.4135553240776062, 0.39100977778434753, 0.04407467693090439]"
demonstrate,"[20, 4, 19, 12, 5, 7, 8, 11, 2, 8, 4]",34,"[0.09048426896333694, 0.10412351787090302, 0.12725089490413666, 0.6600379943847656, 0.01810331456363201]"
determine,"[20, 4, 8, 4, 11, 19, 6, 5, 4]",34,"[0.4079025983810425, 0.21357901394367218, 0.1380574107170105, 0.21472954750061035, 0.02573135867714882]"
distinguish,"[20, 6, 7, 8, 6, 5, 17, 13, 6, 7, 9]",34,"[0.12397562712430954, 0.07578564435243607, 0.6076532602310181, 0.0873633325099945, 0.10522206127643585]"
edit,"[4, 20, 6, 8]",34,"[0.2633323073387146, 0.22655166685581207, 0.11754430085420609, 0.227164164185524, 0.16540759801864624]"
entertain,"[4, 5, 8, 4, 11, 8, 2, 6, 5]",34,"[0.29741138219833374, 0.3993088901042938, 0.13194327056407928, 0.1579572558403015, 0.013379165902733803]"
evidence,"[4, 28, 6, 20, 4, 5, 18, 4]",34,"[0.18507522344589233, 0.05539362505078316, 0.06887374818325043, 0.546145498752594, 0.14451198279857635]"
examine,"[4, 27, 2, 19, 6, 5, 4]",34,"[0.2264692485332489, 0.32449057698249817, 0.1107659637928009, 0.3148846924304962, 0.023389503359794617]"
experiment,"[4, 27, 3, 4, 11, 6, 19, 4, 5, 8]",34,"[0.09125443547964096, 0.45173418521881104, 0.08222665637731552, 0.3403049111366272, 0.034479767084121704]"
generate,"[17, 4, 5, 4, 11, 2, 8, 4]",34,"[0.3073350787162781, 0.17911148071289062, 0.18720488250255585, 0.30448272824287415, 0.02186584658920765]"
identify,"[6, 20, 4, 5, 8, 6, 22, 21]",34,"[0.19978077709674835, 0.2549383044242859, 0.20793014764785767, 0.22009962797164917, 0.11725113540887833]"
infer,"[6, 5, 22, 4, 11]",34,"[0.3301040530204773, 0.25943541526794434, 0.22518040239810944, 0.13259680569171906, 0.05268329009413719]"
inform,"[6, 5, 22, 12, 11, 19]",34,"[0.13745670020580292, 0.21366511285305023, 0.21611833572387695, 0.40255632996559143, 0.0302035603672266]"
interpret,"[6, 5, 8, 4, 11, 3, 11, 4, 8]",34,"[0.4195472002029419, 0.08998782932758331, 0.23609572649002075, 0.23204660415649414, 0.022322585806250572]"
introduce,"[6, 5, 8, 11, 12, 20, 13, 18, 4]",34,"[0.1385757327079773, 0.5520219802856445, 0.2172286957502365, 0.06976912915706635, 0.022404411807656288]"
investigate,"[6, 5, 28, 4, 7, 8, 6, 17, 2, 8, 4]",34,"[0.15213564038276672, 0.03720931336283684, 0.27260810136795044, 0.5294663906097412, 0.008580542169511318]"
judge,"[23, 13, 20, 17, 4]",34,"[0.3123757839202881, 0.16500762104988098, 0.3221547305583954, 0.1434391289949417, 0.057022832334041595]"
locate,"[14, 12, 18, 2, 8, 4]",34,"[0.28427475690841675, 0.16678975522518158, 0.12097012251615524, 0.38480618596076965, 0.04315910488367081]"
meaningful,"[19, 4, 2, 5, 6, 5, 17, 22, 13, 14]",34,"[0.4588035047054291, 0.18161237239837646, 0.24457505345344543, 0.1074821949005127, 0.007526992354542017]"
paraphrase,"[3, 2, 11, 2, 3, 9, 11, 2, 7, 4]",34,"[0.16067978739738464, 0.36753135919570923, 0.28131553530693054, 0.16889187693595886, 0.021581439301371574]"
persuade,"[3, 4, 11, 7, 13, 2, 20, 4]",34,"[0.10078144818544388, 0.06397838145494461, 0.11584953963756561, 0.6937530636787415, 0.025637561455368996]"
prediction,"[3, 11, 4, 20, 6, 18, 8, 6, 12, 5]",34,"[0.09642723202705383, 0.30351579189300537, 0.3794253468513489, 0.16194626688957214, 0.058685384690761566]"
publish,"[3, 13, 10, 14, 6, 7, 9]",34,"[0.0704098492860794, 0.666822612285614, 0.1801224797964096, 0.0691024512052536, 0.013542587868869305]"
purpose,"[3, 13, 11, 3, 12, 7, 4]",34,"[0.12000221014022827, 0.4011678993701935, 0.18281877040863037, 0.2816533148288727, 0.014357803389430046]"
reference,"[11, 4, 22, 4, 11, 4, 5, 18, 4]",34,"[0.15420636534690857, 0.37756481766700745, 0.14303243160247803, 0.18451876938343048, 0.14067760109901428]"
relevant,"[11, 4, 14, 4, 28, 2, 5, 8]",34,"[0.27140915393829346, 0.033151499927043915, 0.08840334415435791, 0.5993499755859375, 0.007686028257012367]"
reliable,"[11, 4, 14, 6, 2, 10, 14, 4]",34,"[0.17967501282691956, 0.28545865416526794, 0.19368010759353638, 0.2674931585788727, 0.07369302958250046]"
represent,"[11, 4, 3, 11, 4, 7, 4, 5, 8]",34,"[0.20496207475662231, 0.06212438642978668, 0.647641658782959, 0.06497016549110413, 0.020301753655076027]"
result,"[11, 4, 7, 13, 14, 8]",34,"[0.27833133935928345, 0.4062936007976532, 0.08880001306533813, 0.19329679012298584, 0.03327827528119087]"
retell,"[11, 4, 8, 4, 14, 14]",34,"[0.4082305133342743, 0.07794784754514694, 0.34360313415527344, 0.11207502335309982, 0.058143552392721176]"
revise,"[11, 4, 28, 6, 7, 4]",34,"[0.6222288608551025, 0.048826899379491806, 0.12122714519500732, 0.1643611341714859, 0.04335600510239601]"
sequence,"[7, 4, 24, 13, 4, 5, 18, 4]",34,"[0.17241179943084717, 0.07981798052787781, 0.138897106051445, 0.5184118151664734, 0.09046131372451782]"
source,"[7, 12, 13, 11, 18, 4]",34,"[0.43797245621681213, 0.22833000123500824, 0.10678261518478394, 0.15296781063079834, 0.07394716143608093]"
summarize,"[7, 13, 19, 19, 2, 11, 6, 15, 4]",34,"[0.11998973041772842, 0.08725079149007797, 0.5335978269577026, 0.2246575653553009, 0.03450409322977066]"
support,"[7, 13, 3, 3, 12, 11, 8]",34,"[0.05600187927484512, 0.05428198724985123, 0.39517155289649963, 0.47446051239967346, 0.020083997398614883]"
symbol,"[7, 21, 19, 10, 12, 14]",34,"[0.09714680165052414, 0.25555410981178284, 0.1873200684785843, 0.3896021246910095, 0.07037699222564697]"
topic,"[8, 12, 3, 6, 18]",34,"[0.1798538863658905, 0.20431561768054962, 0.14221404492855072, 0.29013487696647644, 0.1834816038608551]"
adjective,"[2, 20, 23, 4, 18, 8, 6, 28, 4]",34,"[0.20626038312911987, 0.09409579634666443, 0.23971034586429596, 0.43174248933792114, 0.02819102630019188]"
adverb,"[2, 20, 28, 4, 11, 10]",34,"[0.16679547727108002, 0.14780010282993317, 0.3993418216705322, 0.23004789650440216, 0.05601460486650467]"
affix,"[2, 22, 22, 6, 27]",34,"[0.1190718561410904, 0.4031653106212616, 0.2618328034877777, 0.1837746798992157, 0.03215548023581505]"
alliteration,"[2, 14, 14, 6, 8, 4, 11, 2, 8, 6, 12, 5]",34,"[0.07125109434127808, 0.03797071427106857, 0.7869936227798462, 0.07661107182502747, 0.02717350423336029]"
ancient,"[2, 5, 18, 6, 4, 5, 8]",34,"[0.17873315513134003, 0.39065414667129517, 0.13687840104103088, 0.2179742157459259, 0.07576004415750504]"
conjunction,"[18, 12, 5, 23, 13, 5, 18, 8, 6, 12, 5]",34,"[0.062407515943050385, 0.04393798112869263, 0.5278130769729614, 0.3232213854789734, 0.04261995479464531]"
curious,"[18, 13, 11, 6, 12, 13, 7]",34,"[0.1570175439119339, 0.24868686497211456, 0.32593420147895813, 0.17828574776649475, 0.09007563441991806]"
eager,"[4, 2, 17, 4, 11]",34,"[0.4946334958076477, 0.11849665641784668, 0.21440616250038147, 0.1255495250225067, 0.04691429063677788]"
enormous,"[4, 5, 12, 11, 19, 12, 13, 7]",34,"[0.09368456900119781, 0.5176182389259338, 0.04786328971385956, 0.31975439190864563, 0.02107950858771801]"
hyperbole,"[9, 21, 3, 4, 11, 10, 12, 14, 4]",34,"[0.11539874225854874, 0.24367974698543549, 0.10026643425226212, 0.510621964931488, 0.03003314882516861]"
idiom,"[6, 20, 6, 12, 19]",34,"[0.1319354623556137, 0.18868227303028107, 0.09906821697950363, 0.5234164595603943, 0.05689757317304611]"
literal,"[14, 6, 8, 4, 11, 2, 14]",34,"[0.26132383942604065, 0.2577970027923584, 0.18378877639770508, 0.22050610184669495, 0.07658425718545914]"
metaphor,"[19, 4, 8, 2, 3, 9, 12, 11]",34,"[0.13369864225387573, 0.16109667718410492, 0.5157841444015503, 0.1730087250471115, 0.016411732882261276]"
multiple-meaning word,"[19, 13, 14, 8, 6, 3, 14, 4, 30, 19, 4, 2, 5, 6, 5, 17, 31, 26, 12, 11, 20]",34,"[0.14426639676094055, 0.005103686358779669, 0.8064380884170532, 0.04089411348104477, 0.003297647461295128]"
nonliteral,"[5, 12, 5, 14, 6, 8, 4, 11, 2, 14]",34,"[0.24819333851337433, 0.24022603034973145, 0.3799886703491211, 0.09720492362976074, 0.0343870148062706]"
onomatopoeia,"[12, 5, 12, 19, 2, 8, 12, 3, 12, 4, 6, 2]",34,"[0.141439750790596, 0.07123269885778427, 0.16714127361774445, 0.6091716885566711, 0.011014548130333424]"
personification,"[3, 4, 11, 7, 12, 5, 6, 22, 6, 18, 2, 8, 6, 12, 5]",34,"[0.03355390951037407, 0.15699002146720886, 0.20052801072597504, 0.5863276720046997, 0.02260039560496807]"
preposition,"[3, 11, 4, 3, 12, 7, 6, 8, 6, 12, 5]",34,"[0.04627586528658867, 0.15297186374664307, 0.6961822509765625, 0.08971593528985977, 0.014854075387120247]"
pronoun,"[3, 11, 12, 5, 12, 13, 5]",34,"[0.15253101289272308, 0.07255869358778, 0.49777907133102417, 0.2407696396112442, 0.03636152669787407]"
simile,"[7, 6, 19, 6, 14, 4]",34,"[0.3191799819469452, 0.44498106837272644, 0.07137589901685715, 0.14180675148963928, 0.02265619859099388]"
adaptation,"[2, 20, 2, 3, 8, 2, 8, 6, 12, 5]",34,"[0.051923785358667374, 0.1289033442735672, 0.625682532787323, 0.17175187170505524, 0.021738413721323013]"
area,"[2, 11, 4, 2]",34,"[0.7308819890022278, 0.03812084719538689, 0.1464291214942932, 0.06534525752067566, 0.01922282576560974]"
